,Company,Year,Quarter,SOI L1,SOI L2,SOI L3,Value
1,Temple Insurance Company,2019,Q4,Revenue,Premiums Written,Reinsurance Assumed,289
2,Temple Insurance Company,2019,Q4,Cost,Premiums Written,Reinsurance Ceded,49963
3,Temple Insurance Company,2019,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,12668
4,Temple Insurance Company,2019,Q4,Revenue,Net Premiums Earned,Service Charges ,0
5,Temple Insurance Company,2019,Q4,Revenue,Net Premiums Earned,Other ,0
6,Temple Insurance Company,2019,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,176813
7,Temple Insurance Company,2019,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,66498
8,Temple Insurance Company,2019,Q4,Cost,Acquisition Expenses,Gross Commissions,32922
9,Temple Insurance Company,2019,Q4,Revenue,Acquisition Expenses,Ceded Commissions,5642
10,Temple Insurance Company,2019,Q4,Cost,Acquisition Expenses,Taxes,5756
11,Temple Insurance Company,2019,Q4,Cost,Acquisition Expenses,Other ,0
12,Temple Insurance Company,2019,Q4,Cost,General Expenses,General Expenses ,7296
13,Temple Insurance Company,2019,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Temple Insurance Company,2019,Q4,Investment Income,Investment Operations,Income,9417
15,Temple Insurance Company,2019,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Temple Insurance Company,2019,Q4,Investment Income,Investment Operations,Realized Gains (Losses),1490
17,Temple Insurance Company,2019,Q4,Investment Costs,Investment Operations,Expenses,467
18,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,590
23,Temple Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,-33
24,Temple Insurance Company,2019,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Temple Insurance Company,2019,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Temple Insurance Company,2019,Q4,Tax,Tax,Current,165
27,Temple Insurance Company,2019,Q4,Tax,Tax,Deferred,22862
28,Temple Insurance Company,2019,Q4,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Temple Insurance Company,2019,Q4,Equity Holders,Equity Breakdown,Equity Holders,14030
0,Temple Insurance Company,2018,Q1,Revenue,Premiums Written,Direct,45907
1,Temple Insurance Company,2018,Q1,Revenue,Premiums Written,Reinsurance Assumed,0
2,Temple Insurance Company,2018,Q1,Cost,Premiums Written,Reinsurance Ceded,12875
3,Temple Insurance Company,2018,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,876
4,Temple Insurance Company,2018,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Temple Insurance Company,2018,Q1,Revenue,Net Premiums Earned,Other ,0
6,Temple Insurance Company,2018,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,25630
7,Temple Insurance Company,2018,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,7149
8,Temple Insurance Company,2018,Q1,Cost,Acquisition Expenses,Gross Commissions,8136
9,Temple Insurance Company,2018,Q1,Revenue,Acquisition Expenses,Ceded Commissions,1614
10,Temple Insurance Company,2018,Q1,Cost,Acquisition Expenses,Taxes,1512
11,Temple Insurance Company,2018,Q1,Cost,Acquisition Expenses,Other ,0
12,Temple Insurance Company,2018,Q1,Cost,General Expenses,General Expenses ,3141
13,Temple Insurance Company,2018,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Temple Insurance Company,2018,Q1,Investment Income,Investment Operations,Income,3489
15,Temple Insurance Company,2018,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Temple Insurance Company,2018,Q1,Investment Income,Investment Operations,Realized Gains (Losses),1125
17,Temple Insurance Company,2018,Q1,Investment Costs,Investment Operations,Expenses,250
18,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,424
23,Temple Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Temple Insurance Company,2018,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Temple Insurance Company,2018,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,0
26,Temple Insurance Company,2018,Q1,Tax,Tax,Current,1338
27,Temple Insurance Company,2018,Q1,Tax,Tax,Deferred,94
28,Temple Insurance Company,2018,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Temple Insurance Company,2018,Q1,Equity Holders,Equity Breakdown,Equity Holders,3606
0,Temple Insurance Company,2018,Q2,Revenue,Premiums Written,Direct,58526
1,Temple Insurance Company,2018,Q2,Revenue,Premiums Written,Reinsurance Assumed,0
2,Temple Insurance Company,2018,Q2,Cost,Premiums Written,Reinsurance Ceded,16168
3,Temple Insurance Company,2018,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,12026
4,Temple Insurance Company,2018,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Temple Insurance Company,2018,Q2,Revenue,Net Premiums Earned,Other ,0
6,Temple Insurance Company,2018,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,33830
7,Temple Insurance Company,2018,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,6693
8,Temple Insurance Company,2018,Q2,Cost,Acquisition Expenses,Gross Commissions,8301
9,Temple Insurance Company,2018,Q2,Revenue,Acquisition Expenses,Ceded Commissions,2038
10,Temple Insurance Company,2018,Q2,Cost,Acquisition Expenses,Taxes,1611
11,Temple Insurance Company,2018,Q2,Cost,Acquisition Expenses,Other ,0
12,Temple Insurance Company,2018,Q2,Cost,General Expenses,General Expenses ,3426
13,Temple Insurance Company,2018,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Temple Insurance Company,2018,Q2,Investment Income,Investment Operations,Income,3562
15,Temple Insurance Company,2018,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Temple Insurance Company,2018,Q2,Investment Income,Investment Operations,Realized Gains (Losses),404
17,Temple Insurance Company,2018,Q2,Investment Costs,Investment Operations,Expenses,252
18,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,140
23,Temple Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,0
24,Temple Insurance Company,2018,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Temple Insurance Company,2018,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,5
26,Temple Insurance Company,2018,Q2,Tax,Tax,Current,-1250
27,Temple Insurance Company,2018,Q2,Tax,Tax,Deferred,-90
28,Temple Insurance Company,2018,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Temple Insurance Company,2018,Q2,Equity Holders,Equity Breakdown,Equity Holders,-3496
0,Temple Insurance Company,2018,Q3,Revenue,Premiums Written,Direct,108539
1,Temple Insurance Company,2018,Q3,Revenue,Premiums Written,Reinsurance Assumed,55
2,Temple Insurance Company,2018,Q3,Cost,Premiums Written,Reinsurance Ceded,16125
3,Temple Insurance Company,2018,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,21920
4,Temple Insurance Company,2018,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Temple Insurance Company,2018,Q3,Revenue,Net Premiums Earned,Other ,0
6,Temple Insurance Company,2018,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,90688
7,Temple Insurance Company,2018,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,41758
8,Temple Insurance Company,2018,Q3,Cost,Acquisition Expenses,Gross Commissions,21825
9,Temple Insurance Company,2018,Q3,Revenue,Acquisition Expenses,Ceded Commissions,3391
10,Temple Insurance Company,2018,Q3,Cost,Acquisition Expenses,Taxes,2913
11,Temple Insurance Company,2018,Q3,Cost,Acquisition Expenses,Other ,0
12,Temple Insurance Company,2018,Q3,Cost,General Expenses,General Expenses ,6774
13,Temple Insurance Company,2018,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Temple Insurance Company,2018,Q3,Investment Income,Investment Operations,Income,7418
15,Temple Insurance Company,2018,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Temple Insurance Company,2018,Q3,Investment Income,Investment Operations,Realized Gains (Losses),1675
17,Temple Insurance Company,2018,Q3,Investment Costs,Investment Operations,Expenses,502
18,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,207
23,Temple Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Other Revenues,25
24,Temple Insurance Company,2018,Q3,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Temple Insurance Company,2018,Q3,Other Costs,Other Revenue/Expenses,Other Expenses,-5
26,Temple Insurance Company,2018,Q3,Tax,Tax,Current,2512
27,Temple Insurance Company,2018,Q3,Tax,Tax,Deferred,10786
28,Temple Insurance Company,2018,Q3,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Temple Insurance Company,2018,Q3,Equity Holders,Equity Breakdown,Equity Holders,6842
0,Temple Insurance Company,2018,Q4,Revenue,Premiums Written,Direct,132794
1,Temple Insurance Company,2018,Q4,Revenue,Premiums Written,Reinsurance Assumed,2236
2,Temple Insurance Company,2018,Q4,Cost,Premiums Written,Reinsurance Ceded,47877
3,Temple Insurance Company,2018,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,17034
4,Temple Insurance Company,2018,Q4,Revenue,Net Premiums Earned,Service Charges ,0
5,Temple Insurance Company,2018,Q4,Revenue,Net Premiums Earned,Other ,0
6,Temple Insurance Company,2018,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,91171
7,Temple Insurance Company,2018,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,31969
8,Temple Insurance Company,2018,Q4,Cost,Acquisition Expenses,Gross Commissions,22882
9,Temple Insurance Company,2018,Q4,Revenue,Acquisition Expenses,Ceded Commissions,7168
10,Temple Insurance Company,2018,Q4,Cost,Acquisition Expenses,Taxes,3120
11,Temple Insurance Company,2018,Q4,Cost,Acquisition Expenses,Other ,0
12,Temple Insurance Company,2018,Q4,Cost,General Expenses,General Expenses ,6814
13,Temple Insurance Company,2018,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Temple Insurance Company,2018,Q4,Investment Income,Investment Operations,Income,7942
15,Temple Insurance Company,2018,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Temple Insurance Company,2018,Q4,Investment Income,Investment Operations,Realized Gains (Losses),715
17,Temple Insurance Company,2018,Q4,Investment Costs,Investment Operations,Expenses,525
18,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,1089
23,Temple Insurance Company,2018,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,2
24,Temple Insurance Company,2018,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Temple Insurance Company,2018,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,5
26,Temple Insurance Company,2018,Q4,Tax,Tax,Current,-2085
27,Temple Insurance Company,2018,Q4,Tax,Tax,Deferred,-410
28,Temple Insurance Company,2018,Q4,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Temple Insurance Company,2018,Q4,Equity Holders,Equity Breakdown,Equity Holders,-4860
0,Traders General Insurance Company,2020,Q1,Revenue,Premiums Written,Direct,107369
1,Traders General Insurance Company,2020,Q1,Revenue,Premiums Written,Reinsurance Assumed,33062
2,Traders General Insurance Company,2020,Q1,Cost,Premiums Written,Reinsurance Ceded,56698
3,Traders General Insurance Company,2020,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,14316
4,Traders General Insurance Company,2020,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2020,Q1,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2020,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,114749
7,Traders General Insurance Company,2020,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,42670
8,Traders General Insurance Company,2020,Q1,Cost,Acquisition Expenses,Gross Commissions,25561
9,Traders General Insurance Company,2020,Q1,Revenue,Acquisition Expenses,Ceded Commissions,7104
10,Traders General Insurance Company,2020,Q1,Cost,Acquisition Expenses,Taxes,3330
11,Traders General Insurance Company,2020,Q1,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2020,Q1,Cost,General Expenses,General Expenses ,9276
13,Traders General Insurance Company,2020,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2020,Q1,Investment Income,Investment Operations,Income,47
15,Traders General Insurance Company,2020,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Traders General Insurance Company,2020,Q1,Investment Income,Investment Operations,Realized Gains (Losses),0
17,Traders General Insurance Company,2020,Q1,Investment Costs,Investment Operations,Expenses,395
18,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,2605
22,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,979
23,Traders General Insurance Company,2020,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,56
24,Traders General Insurance Company,2020,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2020,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,1025
26,Traders General Insurance Company,2020,Q1,Tax,Tax,Current,1427
27,Traders General Insurance Company,2020,Q1,Tax,Tax,Deferred,248
28,Traders General Insurance Company,2020,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2020,Q1,Equity Holders,Equity Breakdown,Equity Holders,4311
0,Traders General Insurance Company,2020,Q2,Revenue,Premiums Written,Direct,143724
1,Traders General Insurance Company,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,44713
2,Traders General Insurance Company,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,77983
3,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-13590
4,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,90540
7,Traders General Insurance Company,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,27841
8,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,32845
9,Traders General Insurance Company,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,10122
10,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Taxes,3564
11,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2020,Q2,Cost,General Expenses,General Expenses ,10269
13,Traders General Insurance Company,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Income,46
15,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,136
16,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),194
17,Traders General Insurance Company,2020,Q2,Investment Costs,Investment Operations,Expenses,356
18,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,16416
22,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,-949
23,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,20
24,Traders General Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,3990
26,Traders General Insurance Company,2020,Q2,Tax,Tax,Current,2450
27,Traders General Insurance Company,2020,Q2,Tax,Tax,Deferred,2209
28,Traders General Insurance Company,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,297
0,Traders General Insurance Company,2020,Q2,Revenue,Premiums Written,Direct,107369
1,Traders General Insurance Company,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,33062
2,Traders General Insurance Company,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,56698
3,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,14316
4,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,114749
7,Traders General Insurance Company,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,42670
8,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,25561
9,Traders General Insurance Company,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,7104
10,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Taxes,3330
11,Traders General Insurance Company,2020,Q2,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2020,Q2,Cost,General Expenses,General Expenses ,9276
13,Traders General Insurance Company,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Income,47
15,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Traders General Insurance Company,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),0
17,Traders General Insurance Company,2020,Q2,Investment Costs,Investment Operations,Expenses,395
18,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,2605
22,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,979
23,Traders General Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,56
24,Traders General Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,1025
26,Traders General Insurance Company,2020,Q2,Tax,Tax,Current,1427
27,Traders General Insurance Company,2020,Q2,Tax,Tax,Deferred,248
28,Traders General Insurance Company,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,4311
0,Traders General Insurance Company,2019,Q1,Revenue,Premiums Written,Direct,100480
1,Traders General Insurance Company,2019,Q1,Revenue,Premiums Written,Reinsurance Assumed,48529
2,Traders General Insurance Company,2019,Q1,Cost,Premiums Written,Reinsurance Ceded,177666
3,Traders General Insurance Company,2019,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,82221
4,Traders General Insurance Company,2019,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2019,Q1,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2019,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,55046
7,Traders General Insurance Company,2019,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,124747
8,Traders General Insurance Company,2019,Q1,Cost,Acquisition Expenses,Gross Commissions,29467
9,Traders General Insurance Company,2019,Q1,Revenue,Acquisition Expenses,Ceded Commissions,4885
10,Traders General Insurance Company,2019,Q1,Cost,Acquisition Expenses,Taxes,6034
11,Traders General Insurance Company,2019,Q1,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2019,Q1,Cost,General Expenses,General Expenses ,8963
13,Traders General Insurance Company,2019,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2019,Q1,Investment Income,Investment Operations,Income,36
15,Traders General Insurance Company,2019,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Traders General Insurance Company,2019,Q1,Investment Income,Investment Operations,Realized Gains (Losses),188
17,Traders General Insurance Company,2019,Q1,Investment Costs,Investment Operations,Expenses,357
18,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,12433
22,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,87
23,Traders General Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,53
24,Traders General Insurance Company,2019,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2019,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,3379
26,Traders General Insurance Company,2019,Q1,Tax,Tax,Current,3072
27,Traders General Insurance Company,2019,Q1,Tax,Tax,Deferred,1706
28,Traders General Insurance Company,2019,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2019,Q1,Equity Holders,Equity Breakdown,Equity Holders,3321
0,Traders General Insurance Company,2019,Q2,Revenue,Premiums Written,Direct,145145
1,Traders General Insurance Company,2019,Q2,Revenue,Premiums Written,Reinsurance Assumed,-39504
2,Traders General Insurance Company,2019,Q2,Cost,Premiums Written,Reinsurance Ceded,79080
3,Traders General Insurance Company,2019,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-18019
4,Traders General Insurance Company,2019,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2019,Q2,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2019,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,104151
7,Traders General Insurance Company,2019,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,52467
8,Traders General Insurance Company,2019,Q2,Cost,Acquisition Expenses,Gross Commissions,28107
9,Traders General Insurance Company,2019,Q2,Revenue,Acquisition Expenses,Ceded Commissions,11135
10,Traders General Insurance Company,2019,Q2,Cost,Acquisition Expenses,Taxes,3402
11,Traders General Insurance Company,2019,Q2,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2019,Q2,Cost,General Expenses,General Expenses ,9843
13,Traders General Insurance Company,2019,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
