,Company,Year,Quarter,Assets L1,Assets L2,Value
28,TD General Insurance Company,2018,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2018,Q3,Other Assets ,Other Assets ,629
0,TD General Insurance Company,2018,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"8,288"
1,TD General Insurance Company,2018,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,371"
2,TD General Insurance Company,2018,Q2,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2018,Q2,Investments,Short Term Investments,"6,064"
4,TD General Insurance Company,2018,Q2,Investments,Bonds and Debentures,"433,607"
5,TD General Insurance Company,2018,Q2,Investments,Mortgage Loans,0
6,TD General Insurance Company,2018,Q2,Investments,Preferred Shares,0
7,TD General Insurance Company,2018,Q2,Investments,Common Shares,0
8,TD General Insurance Company,2018,Q2,Investments,Investment Properties,0
9,TD General Insurance Company,2018,Q2,Investments,Other Loans and Invested Assets,"2,064"
10,TD General Insurance Company,2018,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2018,Q2,Receivables,Policyholders,"4,371"
12,TD General Insurance Company,2018,Q2,Receivables,Instalment Premiums,"109,752"
13,TD General Insurance Company,2018,Q2,Receivables,Other Insurers,21
14,TD General Insurance Company,2018,Q2,Receivables,"Facility Association and the ""P.R.R."" ","5,666"
15,TD General Insurance Company,2018,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","1,225"
16,TD General Insurance Company,2018,Q2,Receivables,Other Receivables,"1,444"
17,TD General Insurance Company,2018,Q2,Receivables from Reinsurers,Unearned Premiums,"41,625"
18,TD General Insurance Company,2018,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"635,152"
19,TD General Insurance Company,2018,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2018,Q2,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2018,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"20,861"
24,TD General Insurance Company,2018,Q2,Current Tax Assets,Current Tax Assets,0
25,TD General Insurance Company,2018,Q2,Deferred Tax Assets,Deferred Tax Assets,"5,907"
26,TD General Insurance Company,2018,Q2,Goodwill,Goodwill,0
27,TD General Insurance Company,2018,Q2,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2018,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2018,Q2,Other Assets ,Other Assets ,34
0,TD General Insurance Company,2018,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,0
1,TD General Insurance Company,2018,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"1,823"
2,TD General Insurance Company,2018,Q1,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2018,Q1,Investments,Short Term Investments,"7,710"
4,TD General Insurance Company,2018,Q1,Investments,Bonds and Debentures,"438,529"
5,TD General Insurance Company,2018,Q1,Investments,Mortgage Loans,0
6,TD General Insurance Company,2018,Q1,Investments,Preferred Shares,0
7,TD General Insurance Company,2018,Q1,Investments,Common Shares,0
8,TD General Insurance Company,2018,Q1,Investments,Investment Properties,0
9,TD General Insurance Company,2018,Q1,Investments,Other Loans and Invested Assets,"1,674"
10,TD General Insurance Company,2018,Q1,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2018,Q1,Receivables,Policyholders,"3,910"
12,TD General Insurance Company,2018,Q1,Receivables,Instalment Premiums,"107,195"
13,TD General Insurance Company,2018,Q1,Receivables,Other Insurers,40
14,TD General Insurance Company,2018,Q1,Receivables,"Facility Association and the ""P.R.R."" ","5,097"
15,TD General Insurance Company,2018,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures","3,250"
16,TD General Insurance Company,2018,Q1,Receivables,Other Receivables,583
17,TD General Insurance Company,2018,Q1,Receivables from Reinsurers,Unearned Premiums,"40,804"
18,TD General Insurance Company,2018,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"611,571"
19,TD General Insurance Company,2018,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2018,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2018,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2018,Q1,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2018,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"19,938"
24,TD General Insurance Company,2018,Q1,Current Tax Assets,Current Tax Assets,0
25,TD General Insurance Company,2018,Q1,Deferred Tax Assets,Deferred Tax Assets,"4,277"
26,TD General Insurance Company,2018,Q1,Goodwill,Goodwill,0
27,TD General Insurance Company,2018,Q1,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2018,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2018,Q1,Other Assets ,Other Assets ,72
0,TD General Insurance Company,2017,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,0
1,TD General Insurance Company,2017,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,539"
2,TD General Insurance Company,2017,Q4,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2017,Q4,Investments,Short Term Investments,"20,808"
4,TD General Insurance Company,2017,Q4,Investments,Bonds and Debentures,"442,996"
5,TD General Insurance Company,2017,Q4,Investments,Mortgage Loans,0
6,TD General Insurance Company,2017,Q4,Investments,Preferred Shares,0
7,TD General Insurance Company,2017,Q4,Investments,Common Shares,0
8,TD General Insurance Company,2017,Q4,Investments,Investment Properties,0
9,TD General Insurance Company,2017,Q4,Investments,Other Loans and Invested Assets,"1,171"
10,TD General Insurance Company,2017,Q4,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2017,Q4,Receivables,Policyholders,"3,400"
12,TD General Insurance Company,2017,Q4,Receivables,Instalment Premiums,"115,026"
13,TD General Insurance Company,2017,Q4,Receivables,Other Insurers,14
14,TD General Insurance Company,2017,Q4,Receivables,"Facility Association and the ""P.R.R."" ","4,006"
15,TD General Insurance Company,2017,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",363
16,TD General Insurance Company,2017,Q4,Receivables,Other Receivables,962
17,TD General Insurance Company,2017,Q4,Receivables from Reinsurers,Unearned Premiums,"39,455"
18,TD General Insurance Company,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"617,925"
19,TD General Insurance Company,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2017,Q4,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"21,284"
24,TD General Insurance Company,2017,Q4,Current Tax Assets,Current Tax Assets,"1,287"
25,TD General Insurance Company,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,"4,765"
26,TD General Insurance Company,2017,Q4,Goodwill,Goodwill,0
27,TD General Insurance Company,2017,Q4,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2017,Q4,Other Assets ,Other Assets ,62
0,TD General Insurance Company,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"24,746"
1,TD General Insurance Company,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,487"
2,TD General Insurance Company,2017,Q3,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2017,Q3,Investments,Short Term Investments,0
4,TD General Insurance Company,2017,Q3,Investments,Bonds and Debentures,"571,438"
5,TD General Insurance Company,2017,Q3,Investments,Mortgage Loans,0
6,TD General Insurance Company,2017,Q3,Investments,Preferred Shares,0
7,TD General Insurance Company,2017,Q3,Investments,Common Shares,1
8,TD General Insurance Company,2017,Q3,Investments,Investment Properties,0
9,TD General Insurance Company,2017,Q3,Investments,Other Loans and Invested Assets,987
10,TD General Insurance Company,2017,Q3,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2017,Q3,Receivables,Policyholders,"3,145"
12,TD General Insurance Company,2017,Q3,Receivables,Instalment Premiums,"114,461"
13,TD General Insurance Company,2017,Q3,Receivables,Other Insurers,5
14,TD General Insurance Company,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ","4,332"
15,TD General Insurance Company,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
16,TD General Insurance Company,2017,Q3,Receivables,Other Receivables,"1,847"
17,TD General Insurance Company,2017,Q3,Receivables from Reinsurers,Unearned Premiums,"1,585"
18,TD General Insurance Company,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"475,250"
19,TD General Insurance Company,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2017,Q3,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"21,949"
24,TD General Insurance Company,2017,Q3,Current Tax Assets,Current Tax Assets,0
25,TD General Insurance Company,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,"5,484"
26,TD General Insurance Company,2017,Q3,Goodwill,Goodwill,0
27,TD General Insurance Company,2017,Q3,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2017,Q3,Other Assets ,Other Assets ,62
0,TD General Insurance Company,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"6,374"
1,TD General Insurance Company,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"4,040"
2,TD General Insurance Company,2017,Q2,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2017,Q2,Investments,Short Term Investments,"18,438"
4,TD General Insurance Company,2017,Q2,Investments,Bonds and Debentures,"558,259"
5,TD General Insurance Company,2017,Q2,Investments,Mortgage Loans,0
6,TD General Insurance Company,2017,Q2,Investments,Preferred Shares,0
7,TD General Insurance Company,2017,Q2,Investments,Common Shares,"3,916"
8,TD General Insurance Company,2017,Q2,Investments,Investment Properties,0
9,TD General Insurance Company,2017,Q2,Investments,Other Loans and Invested Assets,697
10,TD General Insurance Company,2017,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2017,Q2,Receivables,Policyholders,"3,039"
12,TD General Insurance Company,2017,Q2,Receivables,Instalment Premiums,"112,442"
13,TD General Insurance Company,2017,Q2,Receivables,Other Insurers,38
14,TD General Insurance Company,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ","3,366"
15,TD General Insurance Company,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",46
16,TD General Insurance Company,2017,Q2,Receivables,Other Receivables,"2,172"
17,TD General Insurance Company,2017,Q2,Receivables from Reinsurers,Unearned Premiums,"3,242"
18,TD General Insurance Company,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"464,798"
19,TD General Insurance Company,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2017,Q2,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"21,299"
24,TD General Insurance Company,2017,Q2,Current Tax Assets,Current Tax Assets,"1,239"
25,TD General Insurance Company,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,"5,348"
26,TD General Insurance Company,2017,Q2,Goodwill,Goodwill,0
27,TD General Insurance Company,2017,Q2,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2017,Q2,Other Assets ,Other Assets ,107
0,TD General Insurance Company,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"14,169"
1,TD General Insurance Company,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,453"
2,TD General Insurance Company,2017,Q1,Assets held for sale,Assets held for sale,0
3,TD General Insurance Company,2017,Q1,Investments,Short Term Investments,"15,161"
4,TD General Insurance Company,2017,Q1,Investments,Bonds and Debentures,"541,718"
5,TD General Insurance Company,2017,Q1,Investments,Mortgage Loans,0
6,TD General Insurance Company,2017,Q1,Investments,Preferred Shares,0
7,TD General Insurance Company,2017,Q1,Investments,Common Shares,"10,419"
8,TD General Insurance Company,2017,Q1,Investments,Investment Properties,0
9,TD General Insurance Company,2017,Q1,Investments,Other Loans and Invested Assets,778
10,TD General Insurance Company,2017,Q1,Receivables,Unaffiliated Agents and Brokers,0
11,TD General Insurance Company,2017,Q1,Receivables,Policyholders,"3,413"
12,TD General Insurance Company,2017,Q1,Receivables,Instalment Premiums,"113,365"
13,TD General Insurance Company,2017,Q1,Receivables,Other Insurers,5
14,TD General Insurance Company,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ","3,358"
15,TD General Insurance Company,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",28
16,TD General Insurance Company,2017,Q1,Receivables,Other Receivables,"1,593"
17,TD General Insurance Company,2017,Q1,Receivables from Reinsurers,Unearned Premiums,"4,827"
18,TD General Insurance Company,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"450,022"
19,TD General Insurance Company,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD General Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD General Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD General Insurance Company,2017,Q1,Property and Equipment,Property and Equipment,0
23,TD General Insurance Company,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"22,596"
24,TD General Insurance Company,2017,Q1,Current Tax Assets,Current Tax Assets,"2,976"
25,TD General Insurance Company,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,"5,381"
26,TD General Insurance Company,2017,Q1,Goodwill,Goodwill,0
27,TD General Insurance Company,2017,Q1,Intangible Assets,Intangible Assets,0
28,TD General Insurance Company,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD General Insurance Company,2017,Q1,Other Assets ,Other Assets ,70
0,TD Home and Auto Insurance Company,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"8,577"
1,TD Home and Auto Insurance Company,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,118"
2,TD Home and Auto Insurance Company,2020,Q3,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2020,Q3,Investments,Short Term Investments,"20,752"
4,TD Home and Auto Insurance Company,2020,Q3,Investments,Bonds and Debentures,"376,191"
5,TD Home and Auto Insurance Company,2020,Q3,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2020,Q3,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2020,Q3,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2020,Q3,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2020,Q3,Investments,Other Loans and Invested Assets,824
10,TD Home and Auto Insurance Company,2020,Q3,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2020,Q3,Receivables,Policyholders,"2,698"
12,TD Home and Auto Insurance Company,2020,Q3,Receivables,Instalment Premiums,"7,234"
13,TD Home and Auto Insurance Company,2020,Q3,Receivables,Other Insurers,"1,153"
14,TD Home and Auto Insurance Company,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ","12,156"
15,TD Home and Auto Insurance Company,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","1,704"
16,TD Home and Auto Insurance Company,2020,Q3,Receivables,Other Receivables,196
17,TD Home and Auto Insurance Company,2020,Q3,Receivables from Reinsurers,Unearned Premiums,"4,386"
18,TD Home and Auto Insurance Company,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"302,915"
19,TD Home and Auto Insurance Company,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2020,Q3,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,591"
24,TD Home and Auto Insurance Company,2020,Q3,Current Tax Assets,Current Tax Assets,0
25,TD Home and Auto Insurance Company,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,"1,936"
26,TD Home and Auto Insurance Company,2020,Q3,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2020,Q3,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2020,Q3,Other Assets ,Other Assets ,"2,678"
0,TD Home and Auto Insurance Company,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,638"
1,TD Home and Auto Insurance Company,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,019"
2,TD Home and Auto Insurance Company,2020,Q2,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2020,Q2,Investments,Short Term Investments,"10,139"
4,TD Home and Auto Insurance Company,2020,Q2,Investments,Bonds and Debentures,"387,969"
5,TD Home and Auto Insurance Company,2020,Q2,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2020,Q2,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2020,Q2,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2020,Q2,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2020,Q2,Investments,Other Loans and Invested Assets,933
10,TD Home and Auto Insurance Company,2020,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2020,Q2,Receivables,Policyholders,"2,694"
12,TD Home and Auto Insurance Company,2020,Q2,Receivables,Instalment Premiums,"6,040"
13,TD Home and Auto Insurance Company,2020,Q2,Receivables,Other Insurers,246
14,TD Home and Auto Insurance Company,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ","12,269"
15,TD Home and Auto Insurance Company,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","3,410"
16,TD Home and Auto Insurance Company,2020,Q2,Receivables,Other Receivables,170
17,TD Home and Auto Insurance Company,2020,Q2,Receivables from Reinsurers,Unearned Premiums,"4,222"
18,TD Home and Auto Insurance Company,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"300,116"
19,TD Home and Auto Insurance Company,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2020,Q2,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,330"
24,TD Home and Auto Insurance Company,2020,Q2,Current Tax Assets,Current Tax Assets,"2,038"
25,TD Home and Auto Insurance Company,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,"2,080"
26,TD Home and Auto Insurance Company,2020,Q2,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2020,Q2,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2020,Q2,Other Assets ,Other Assets ,"2,138"
0,TD Home and Auto Insurance Company,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,578"
1,TD Home and Auto Insurance Company,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,114"
2,TD Home and Auto Insurance Company,2020,Q1,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2020,Q1,Investments,Short Term Investments,"11,050"
4,TD Home and Auto Insurance Company,2020,Q1,Investments,Bonds and Debentures,"385,125"
5,TD Home and Auto Insurance Company,2020,Q1,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2020,Q1,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2020,Q1,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2020,Q1,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2020,Q1,Investments,Other Loans and Invested Assets,226
10,TD Home and Auto Insurance Company,2020,Q1,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2020,Q1,Receivables,Policyholders,"2,560"
12,TD Home and Auto Insurance Company,2020,Q1,Receivables,Instalment Premiums,"6,595"
13,TD Home and Auto Insurance Company,2020,Q1,Receivables,Other Insurers,244
14,TD Home and Auto Insurance Company,2020,Q1,Receivables,"Facility Association and the ""P.R.R."" ","12,303"
15,TD Home and Auto Insurance Company,2020,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures","7,271"
16,TD Home and Auto Insurance Company,2020,Q1,Receivables,Other Receivables,196
17,TD Home and Auto Insurance Company,2020,Q1,Receivables from Reinsurers,Unearned Premiums,"4,659"
18,TD Home and Auto Insurance Company,2020,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"297,797"
19,TD Home and Auto Insurance Company,2020,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2020,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2020,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2020,Q1,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2020,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,416"
24,TD Home and Auto Insurance Company,2020,Q1,Current Tax Assets,Current Tax Assets,888
25,TD Home and Auto Insurance Company,2020,Q1,Deferred Tax Assets,Deferred Tax Assets,"2,113"
26,TD Home and Auto Insurance Company,2020,Q1,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2020,Q1,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2020,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2020,Q1,Other Assets ,Other Assets ,"2,057"
0,TD Home and Auto Insurance Company,2019,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,"4,267"
1,TD Home and Auto Insurance Company,2019,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,608"
2,TD Home and Auto Insurance Company,2019,Q4,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2019,Q4,Investments,Short Term Investments,"12,758"
4,TD Home and Auto Insurance Company,2019,Q4,Investments,Bonds and Debentures,"388,277"
5,TD Home and Auto Insurance Company,2019,Q4,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2019,Q4,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2019,Q4,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2019,Q4,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2019,Q4,Investments,Other Loans and Invested Assets,343
10,TD Home and Auto Insurance Company,2019,Q4,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2019,Q4,Receivables,Policyholders,"2,679"
12,TD Home and Auto Insurance Company,2019,Q4,Receivables,Instalment Premiums,"7,669"
13,TD Home and Auto Insurance Company,2019,Q4,Receivables,Other Insurers,368
14,TD Home and Auto Insurance Company,2019,Q4,Receivables,"Facility Association and the ""P.R.R."" ","11,748"
15,TD Home and Auto Insurance Company,2019,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures","4,919"
16,TD Home and Auto Insurance Company,2019,Q4,Receivables,Other Receivables,182
17,TD Home and Auto Insurance Company,2019,Q4,Receivables from Reinsurers,Unearned Premiums,"4,187"
18,TD Home and Auto Insurance Company,2019,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"313,216"
19,TD Home and Auto Insurance Company,2019,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2019,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2019,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2019,Q4,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2019,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,641"
24,TD Home and Auto Insurance Company,2019,Q4,Current Tax Assets,Current Tax Assets,"1,464"
25,TD Home and Auto Insurance Company,2019,Q4,Deferred Tax Assets,Deferred Tax Assets,"2,220"
26,TD Home and Auto Insurance Company,2019,Q4,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2019,Q4,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2019,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2019,Q4,Other Assets ,Other Assets ,"2,186"
0,TD Home and Auto Insurance Company,2019,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,875"
1,TD Home and Auto Insurance Company,2019,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"1,788"
2,TD Home and Auto Insurance Company,2019,Q3,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2019,Q3,Investments,Short Term Investments,"11,219"
4,TD Home and Auto Insurance Company,2019,Q3,Investments,Bonds and Debentures,"394,800"
5,TD Home and Auto Insurance Company,2019,Q3,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2019,Q3,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2019,Q3,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2019,Q3,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2019,Q3,Investments,Other Loans and Invested Assets,323
10,TD Home and Auto Insurance Company,2019,Q3,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2019,Q3,Receivables,Policyholders,"2,363"
12,TD Home and Auto Insurance Company,2019,Q3,Receivables,Instalment Premiums,"7,272"
