Company,Year,Quarter,Assets L1,Assets L2,Value
The Wawanesa Mutual Insurance Company,2017,Q1,Receivables,Other Receivables,5421
The Wawanesa Mutual Insurance Company,2017,Q1,Receivables from Reinsurers,Unearned Premiums,8979
The Wawanesa Mutual Insurance Company,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,137858
The Wawanesa Mutual Insurance Company,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
The Wawanesa Mutual Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",123011
The Wawanesa Mutual Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
The Wawanesa Mutual Insurance Company,2017,Q1,Property and Equipment,Property and Equipment,74170
The Wawanesa Mutual Insurance Company,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,220919
The Wawanesa Mutual Insurance Company,2017,Q1,Current Tax Assets,Current Tax Assets,15786
The Wawanesa Mutual Insurance Company,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,67774
The Wawanesa Mutual Insurance Company,2017,Q1,Goodwill,Goodwill,39927
The Wawanesa Mutual Insurance Company,2017,Q1,Intangible Assets,Intangible Assets,90100
The Wawanesa Mutual Insurance Company,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
The Wawanesa Mutual Insurance Company,2017,Q1,Other Assets ,Other Assets ,8635
Western Assurance Company,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,2683
Western Assurance Company,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,2269
Western Assurance Company,2020,Q3,Assets held for sale,Assets held for sale,0
Western Assurance Company,2020,Q3,Investments,Short Term Investments,0
Western Assurance Company,2020,Q3,Investments,Bonds and Debentures,438619
Western Assurance Company,2020,Q3,Investments,Mortgage Loans,0
Western Assurance Company,2020,Q3,Investments,Preferred Shares,39040
Western Assurance Company,2020,Q3,Investments,Common Shares,0
Western Assurance Company,2020,Q3,Investments,Investment Properties,0
Western Assurance Company,2020,Q3,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2020,Q3,Receivables,Unaffiliated Agents and Brokers,23514
Western Assurance Company,2020,Q3,Receivables,Policyholders,2756
Western Assurance Company,2020,Q3,Receivables,Instalment Premiums,35967
Western Assurance Company,2020,Q3,Receivables,Other Insurers,0
Western Assurance Company,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ",477
Western Assurance Company,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",10494
Western Assurance Company,2020,Q3,Receivables,Other Receivables,4219
Western Assurance Company,2020,Q3,Receivables from Reinsurers,Unearned Premiums,92882
Western Assurance Company,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,218189
Western Assurance Company,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2020,Q3,Property and Equipment,Property and Equipment,12769
Western Assurance Company,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,40105
Western Assurance Company,2020,Q3,Current Tax Assets,Current Tax Assets,0
Western Assurance Company,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,2616
Western Assurance Company,2020,Q3,Goodwill,Goodwill,0
Western Assurance Company,2020,Q3,Intangible Assets,Intangible Assets,24733
Western Assurance Company,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,4787
Western Assurance Company,2020,Q3,Other Assets ,Other Assets ,0
Western Assurance Company,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,1412
Western Assurance Company,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,1304
Western Assurance Company,2020,Q2,Assets held for sale,Assets held for sale,0
Western Assurance Company,2020,Q2,Investments,Short Term Investments,0
Western Assurance Company,2020,Q2,Investments,Bonds and Debentures,437774
Western Assurance Company,2020,Q2,Investments,Mortgage Loans,0
Western Assurance Company,2020,Q2,Investments,Preferred Shares,32612
Western Assurance Company,2020,Q2,Investments,Common Shares,0
Western Assurance Company,2020,Q2,Investments,Investment Properties,0
Western Assurance Company,2020,Q2,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2020,Q2,Receivables,Unaffiliated Agents and Brokers,39279
Western Assurance Company,2020,Q2,Receivables,Policyholders,3018
Western Assurance Company,2020,Q2,Receivables,Instalment Premiums,35914
Western Assurance Company,2020,Q2,Receivables,Other Insurers,0
Western Assurance Company,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ",995
Western Assurance Company,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2020,Q2,Receivables,Other Receivables,4282
Western Assurance Company,2020,Q2,Receivables from Reinsurers,Unearned Premiums,91978
Western Assurance Company,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,216572
Western Assurance Company,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2020,Q2,Property and Equipment,Property and Equipment,13253
Western Assurance Company,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,41152
Western Assurance Company,2020,Q2,Current Tax Assets,Current Tax Assets,0
Western Assurance Company,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,1672
Western Assurance Company,2020,Q2,Goodwill,Goodwill,0
Western Assurance Company,2020,Q2,Intangible Assets,Intangible Assets,25118
Western Assurance Company,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,6107
Western Assurance Company,2020,Q2,Other Assets ,Other Assets ,0
Western Assurance Company,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,13046
Western Assurance Company,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,2403
Western Assurance Company,2020,Q1,Assets held for sale,Assets held for sale,0
Western Assurance Company,2020,Q1,Investments,Short Term Investments,0
Western Assurance Company,2020,Q1,Investments,Bonds and Debentures,417127
Western Assurance Company,2020,Q1,Investments,Mortgage Loans,0
Western Assurance Company,2020,Q1,Investments,Preferred Shares,29819
Western Assurance Company,2020,Q1,Investments,Common Shares,0
Western Assurance Company,2020,Q1,Investments,Investment Properties,0
Western Assurance Company,2020,Q1,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2020,Q1,Receivables,Unaffiliated Agents and Brokers,27993
Western Assurance Company,2020,Q1,Receivables,Policyholders,2778
Western Assurance Company,2020,Q1,Receivables,Instalment Premiums,32647
Western Assurance Company,2020,Q1,Receivables,Other Insurers,0
Western Assurance Company,2020,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2020,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2020,Q1,Receivables,Other Receivables,4372
Western Assurance Company,2020,Q1,Receivables from Reinsurers,Unearned Premiums,85229
Western Assurance Company,2020,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,221910
Western Assurance Company,2020,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2020,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2020,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2020,Q1,Property and Equipment,Property and Equipment,13703
Western Assurance Company,2020,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,37721
Western Assurance Company,2020,Q1,Current Tax Assets,Current Tax Assets,29
Western Assurance Company,2020,Q1,Deferred Tax Assets,Deferred Tax Assets,3883
Western Assurance Company,2020,Q1,Goodwill,Goodwill,0
Western Assurance Company,2020,Q1,Intangible Assets,Intangible Assets,25131
Western Assurance Company,2020,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,6278
Western Assurance Company,2020,Q1,Other Assets ,Other Assets ,0
Western Assurance Company,2019,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,802
Western Assurance Company,2019,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,1444
Western Assurance Company,2019,Q4,Assets held for sale,Assets held for sale,0
Western Assurance Company,2019,Q4,Investments,Short Term Investments,0
Western Assurance Company,2019,Q4,Investments,Bonds and Debentures,422252
Western Assurance Company,2019,Q4,Investments,Mortgage Loans,0
Western Assurance Company,2019,Q4,Investments,Preferred Shares,39206
Western Assurance Company,2019,Q4,Investments,Common Shares,0
Western Assurance Company,2019,Q4,Investments,Investment Properties,0
Western Assurance Company,2019,Q4,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2019,Q4,Receivables,Unaffiliated Agents and Brokers,34945
Western Assurance Company,2019,Q4,Receivables,Policyholders,2588
Western Assurance Company,2019,Q4,Receivables,Instalment Premiums,36046
Western Assurance Company,2019,Q4,Receivables,Other Insurers,0
Western Assurance Company,2019,Q4,Receivables,"Facility Association and the ""P.R.R."" ",811
Western Assurance Company,2019,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q4,Receivables,Other Receivables,4412
Western Assurance Company,2019,Q4,Receivables from Reinsurers,Unearned Premiums,92106
Western Assurance Company,2019,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,221820
Western Assurance Company,2019,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2019,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2019,Q4,Property and Equipment,Property and Equipment,14182
Western Assurance Company,2019,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,41520
Western Assurance Company,2019,Q4,Current Tax Assets,Current Tax Assets,29
Western Assurance Company,2019,Q4,Deferred Tax Assets,Deferred Tax Assets,2925
Western Assurance Company,2019,Q4,Goodwill,Goodwill,0
Western Assurance Company,2019,Q4,Intangible Assets,Intangible Assets,25211
Western Assurance Company,2019,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,3833
Western Assurance Company,2019,Q4,Other Assets ,Other Assets ,0
Western Assurance Company,2019,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,1407
Western Assurance Company,2019,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,2405
Western Assurance Company,2019,Q3,Assets held for sale,Assets held for sale,0
Western Assurance Company,2019,Q3,Investments,Short Term Investments,0
Western Assurance Company,2019,Q3,Investments,Bonds and Debentures,427498
Western Assurance Company,2019,Q3,Investments,Mortgage Loans,0
Western Assurance Company,2019,Q3,Investments,Preferred Shares,37937
Western Assurance Company,2019,Q3,Investments,Common Shares,0
Western Assurance Company,2019,Q3,Investments,Investment Properties,0
Western Assurance Company,2019,Q3,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2019,Q3,Receivables,Unaffiliated Agents and Brokers,24801
Western Assurance Company,2019,Q3,Receivables,Policyholders,2828
Western Assurance Company,2019,Q3,Receivables,Instalment Premiums,39397
Western Assurance Company,2019,Q3,Receivables,Other Insurers,1
Western Assurance Company,2019,Q3,Receivables,"Facility Association and the ""P.R.R."" ",64
Western Assurance Company,2019,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q3,Receivables,Other Receivables,1784
Western Assurance Company,2019,Q3,Receivables from Reinsurers,Unearned Premiums,94819
Western Assurance Company,2019,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,234444
Western Assurance Company,2019,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2019,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2019,Q3,Property and Equipment,Property and Equipment,15325
Western Assurance Company,2019,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,42725
Western Assurance Company,2019,Q3,Current Tax Assets,Current Tax Assets,0
Western Assurance Company,2019,Q3,Deferred Tax Assets,Deferred Tax Assets,6311
Western Assurance Company,2019,Q3,Goodwill,Goodwill,0
Western Assurance Company,2019,Q3,Intangible Assets,Intangible Assets,24414
Western Assurance Company,2019,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,3203
Western Assurance Company,2019,Q3,Other Assets ,Other Assets ,0
Western Assurance Company,2019,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,4681
Western Assurance Company,2019,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,1401
Western Assurance Company,2019,Q2,Assets held for sale,Assets held for sale,0
Western Assurance Company,2019,Q2,Investments,Short Term Investments,0
Western Assurance Company,2019,Q2,Investments,Bonds and Debentures,422995
Western Assurance Company,2019,Q2,Investments,Mortgage Loans,0
Western Assurance Company,2019,Q2,Investments,Preferred Shares,38268
Western Assurance Company,2019,Q2,Investments,Common Shares,0
Western Assurance Company,2019,Q2,Investments,Investment Properties,0
Western Assurance Company,2019,Q2,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2019,Q2,Receivables,Unaffiliated Agents and Brokers,30898
Western Assurance Company,2019,Q2,Receivables,Policyholders,3307
Western Assurance Company,2019,Q2,Receivables,Instalment Premiums,42308
Western Assurance Company,2019,Q2,Receivables,Other Insurers,1
Western Assurance Company,2019,Q2,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2019,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q2,Receivables,Other Receivables,1955
Western Assurance Company,2019,Q2,Receivables from Reinsurers,Unearned Premiums,94405
Western Assurance Company,2019,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,237434
Western Assurance Company,2019,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2019,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2019,Q2,Property and Equipment,Property and Equipment,16823
Western Assurance Company,2019,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,42141
Western Assurance Company,2019,Q2,Current Tax Assets,Current Tax Assets,3296
Western Assurance Company,2019,Q2,Deferred Tax Assets,Deferred Tax Assets,6396
Western Assurance Company,2019,Q2,Goodwill,Goodwill,0
Western Assurance Company,2019,Q2,Intangible Assets,Intangible Assets,24788
Western Assurance Company,2019,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,2523
Western Assurance Company,2019,Q2,Other Assets ,Other Assets ,0
Western Assurance Company,2019,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,4633
Western Assurance Company,2019,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,2373
Western Assurance Company,2019,Q1,Assets held for sale,Assets held for sale,0
Western Assurance Company,2019,Q1,Investments,Short Term Investments,0
Western Assurance Company,2019,Q1,Investments,Bonds and Debentures,419357
Western Assurance Company,2019,Q1,Investments,Mortgage Loans,0
Western Assurance Company,2019,Q1,Investments,Preferred Shares,38826
Western Assurance Company,2019,Q1,Investments,Common Shares,0
Western Assurance Company,2019,Q1,Investments,Investment Properties,0
Western Assurance Company,2019,Q1,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2019,Q1,Receivables,Unaffiliated Agents and Brokers,25100
Western Assurance Company,2019,Q1,Receivables,Policyholders,3041
Western Assurance Company,2019,Q1,Receivables,Instalment Premiums,38718
Western Assurance Company,2019,Q1,Receivables,Other Insurers,1
Western Assurance Company,2019,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2019,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q1,Receivables,Other Receivables,1640
Western Assurance Company,2019,Q1,Receivables from Reinsurers,Unearned Premiums,87450
Western Assurance Company,2019,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,231819
Western Assurance Company,2019,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2019,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2019,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2019,Q1,Property and Equipment,Property and Equipment,22082
Western Assurance Company,2019,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,39578
Western Assurance Company,2019,Q1,Current Tax Assets,Current Tax Assets,3296
Western Assurance Company,2019,Q1,Deferred Tax Assets,Deferred Tax Assets,6000
Western Assurance Company,2019,Q1,Goodwill,Goodwill,0
Western Assurance Company,2019,Q1,Intangible Assets,Intangible Assets,24996
Western Assurance Company,2019,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,3062
Western Assurance Company,2019,Q1,Other Assets ,Other Assets ,0
Western Assurance Company,2018,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,7238
Western Assurance Company,2018,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,1288
Western Assurance Company,2018,Q4,Assets held for sale,Assets held for sale,0
Western Assurance Company,2018,Q4,Investments,Short Term Investments,0
Western Assurance Company,2018,Q4,Investments,Bonds and Debentures,409725
Western Assurance Company,2018,Q4,Investments,Mortgage Loans,0
Western Assurance Company,2018,Q4,Investments,Preferred Shares,40713
Western Assurance Company,2018,Q4,Investments,Common Shares,0
Western Assurance Company,2018,Q4,Investments,Investment Properties,0
Western Assurance Company,2018,Q4,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2018,Q4,Receivables,Unaffiliated Agents and Brokers,33759
Western Assurance Company,2018,Q4,Receivables,Policyholders,2584
Western Assurance Company,2018,Q4,Receivables,Instalment Premiums,41635
Western Assurance Company,2018,Q4,Receivables,Other Insurers,0
Western Assurance Company,2018,Q4,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2018,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q4,Receivables,Other Receivables,1729
Western Assurance Company,2018,Q4,Receivables from Reinsurers,Unearned Premiums,92684
Western Assurance Company,2018,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,226929
Western Assurance Company,2018,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2018,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2018,Q4,Property and Equipment,Property and Equipment,5779
Western Assurance Company,2018,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,43220
Western Assurance Company,2018,Q4,Current Tax Assets,Current Tax Assets,3177
Western Assurance Company,2018,Q4,Deferred Tax Assets,Deferred Tax Assets,5735
Western Assurance Company,2018,Q4,Goodwill,Goodwill,0
Western Assurance Company,2018,Q4,Intangible Assets,Intangible Assets,24676
Western Assurance Company,2018,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,2443
Western Assurance Company,2018,Q4,Other Assets ,Other Assets ,0
Western Assurance Company,2018,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,21860
Western Assurance Company,2018,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,2669
Western Assurance Company,2018,Q3,Assets held for sale,Assets held for sale,0
Western Assurance Company,2018,Q3,Investments,Short Term Investments,0
Western Assurance Company,2018,Q3,Investments,Bonds and Debentures,437075
Western Assurance Company,2018,Q3,Investments,Mortgage Loans,0
Western Assurance Company,2018,Q3,Investments,Preferred Shares,46012
Western Assurance Company,2018,Q3,Investments,Common Shares,0
Western Assurance Company,2018,Q3,Investments,Investment Properties,0
Western Assurance Company,2018,Q3,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2018,Q3,Receivables,Unaffiliated Agents and Brokers,25234
Western Assurance Company,2018,Q3,Receivables,Policyholders,3414
Western Assurance Company,2018,Q3,Receivables,Instalment Premiums,41495
Western Assurance Company,2018,Q3,Receivables,Other Insurers,0
Western Assurance Company,2018,Q3,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2018,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q3,Receivables,Other Receivables,1791
Western Assurance Company,2018,Q3,Receivables from Reinsurers,Unearned Premiums,93827
Western Assurance Company,2018,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,222071
Western Assurance Company,2018,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2018,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2018,Q3,Property and Equipment,Property and Equipment,5387
Western Assurance Company,2018,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,43266
Western Assurance Company,2018,Q3,Current Tax Assets,Current Tax Assets,1236
Western Assurance Company,2018,Q3,Deferred Tax Assets,Deferred Tax Assets,5874
Western Assurance Company,2018,Q3,Goodwill,Goodwill,0
Western Assurance Company,2018,Q3,Intangible Assets,Intangible Assets,24221
Western Assurance Company,2018,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,4702
Western Assurance Company,2018,Q3,Other Assets ,Other Assets ,0
Western Assurance Company,2018,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,27057
Western Assurance Company,2018,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,1453
Western Assurance Company,2018,Q2,Assets held for sale,Assets held for sale,0
Western Assurance Company,2018,Q2,Investments,Short Term Investments,0
Western Assurance Company,2018,Q2,Investments,Bonds and Debentures,432657
Western Assurance Company,2018,Q2,Investments,Mortgage Loans,0
Western Assurance Company,2018,Q2,Investments,Preferred Shares,45742
Western Assurance Company,2018,Q2,Investments,Common Shares,0
Western Assurance Company,2018,Q2,Investments,Investment Properties,0
Western Assurance Company,2018,Q2,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2018,Q2,Receivables,Unaffiliated Agents and Brokers,40141
Western Assurance Company,2018,Q2,Receivables,Policyholders,3176
Western Assurance Company,2018,Q2,Receivables,Instalment Premiums,38596
Western Assurance Company,2018,Q2,Receivables,Other Insurers,0
Western Assurance Company,2018,Q2,Receivables,"Facility Association and the ""P.R.R."" ",27
Western Assurance Company,2018,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q2,Receivables,Other Receivables,1760
Western Assurance Company,2018,Q2,Receivables from Reinsurers,Unearned Premiums,89740
Western Assurance Company,2018,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,220972
Western Assurance Company,2018,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2018,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2018,Q2,Property and Equipment,Property and Equipment,4874
Western Assurance Company,2018,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,41610
Western Assurance Company,2018,Q2,Current Tax Assets,Current Tax Assets,767
Western Assurance Company,2018,Q2,Deferred Tax Assets,Deferred Tax Assets,7088
Western Assurance Company,2018,Q2,Goodwill,Goodwill,0
Western Assurance Company,2018,Q2,Intangible Assets,Intangible Assets,23041
Western Assurance Company,2018,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,4107
Western Assurance Company,2018,Q2,Other Assets ,Other Assets ,0
Western Assurance Company,2018,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,13669
Western Assurance Company,2018,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,2841
Western Assurance Company,2018,Q1,Assets held for sale,Assets held for sale,0
Western Assurance Company,2018,Q1,Investments,Short Term Investments,0
Western Assurance Company,2018,Q1,Investments,Bonds and Debentures,450489
Western Assurance Company,2018,Q1,Investments,Mortgage Loans,0
Western Assurance Company,2018,Q1,Investments,Preferred Shares,37784
Western Assurance Company,2018,Q1,Investments,Common Shares,0
Western Assurance Company,2018,Q1,Investments,Investment Properties,0
Western Assurance Company,2018,Q1,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2018,Q1,Receivables,Unaffiliated Agents and Brokers,27505
Western Assurance Company,2018,Q1,Receivables,Policyholders,2830
Western Assurance Company,2018,Q1,Receivables,Instalment Premiums,33052
Western Assurance Company,2018,Q1,Receivables,Other Insurers,0
Western Assurance Company,2018,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2018,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q1,Receivables,Other Receivables,2546
Western Assurance Company,2018,Q1,Receivables from Reinsurers,Unearned Premiums,79708
Western Assurance Company,2018,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,220683
Western Assurance Company,2018,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2018,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2018,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2018,Q1,Property and Equipment,Property and Equipment,3317
Western Assurance Company,2018,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,37758
Western Assurance Company,2018,Q1,Current Tax Assets,Current Tax Assets,100
Western Assurance Company,2018,Q1,Deferred Tax Assets,Deferred Tax Assets,7729
Western Assurance Company,2018,Q1,Goodwill,Goodwill,0
Western Assurance Company,2018,Q1,Intangible Assets,Intangible Assets,21643
Western Assurance Company,2018,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,3403
Western Assurance Company,2018,Q1,Other Assets ,Other Assets ,0
Western Assurance Company,2017,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,37633
Western Assurance Company,2017,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,1483
Western Assurance Company,2017,Q4,Assets held for sale,Assets held for sale,0
Western Assurance Company,2017,Q4,Investments,Short Term Investments,0
Western Assurance Company,2017,Q4,Investments,Bonds and Debentures,426198
Western Assurance Company,2017,Q4,Investments,Mortgage Loans,0
Western Assurance Company,2017,Q4,Investments,Preferred Shares,37209
Western Assurance Company,2017,Q4,Investments,Common Shares,0
Western Assurance Company,2017,Q4,Investments,Investment Properties,0
Western Assurance Company,2017,Q4,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2017,Q4,Receivables,Unaffiliated Agents and Brokers,34570
Western Assurance Company,2017,Q4,Receivables,Policyholders,2314
Western Assurance Company,2017,Q4,Receivables,Instalment Premiums,34449
Western Assurance Company,2017,Q4,Receivables,Other Insurers,0
Western Assurance Company,2017,Q4,Receivables,"Facility Association and the ""P.R.R."" ",101
Western Assurance Company,2017,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q4,Receivables,Other Receivables,2226
Western Assurance Company,2017,Q4,Receivables from Reinsurers,Unearned Premiums,83482
